disposicion_literatura,disposicion_kepler,confianza_disposicion,columna_fpflag_nt,columna_fpflag_ss,columna_fpflag_co,columna_fpflag_ec,periodo_orbital,columna_period_err1,columna_period_err2,columna_time0bk,columna_time0bk_err1,columna_time0bk_err2,columna_impact,columna_impact_err1,columna_impact_err2,duracion_transito,columna_duration_err1,columna_duration_err2,profundidad_transito,columna_depth_err1,columna_depth_err2,radio_planeta,columna_prad_err1,columna_prad_err2,columna_teq,columna_insol,columna_insol_err1,columna_insol_err2,columna_model_snr,columna_tce_plnt_num,temperatura_estrella,columna_steff_err1,columna_steff_err2,gravedad_superficial,columna_slogg_err1,columna_slogg_err2,radio_estrella,columna_srad_err1,columna_srad_err2,ascension_recta,declinacion,magnitud_kepler
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,1,0.000002,0.000029,0.999971,0.008342,0.016839,0.983161,0.006279,0.003566,0.993341,0.028862,0.010495,0.989505,0.000027,0.000007,0.999993,0.000002,0.000006,0.999999,0.13755,0.000372,0.000824,0.999793,0.002628,0,0.231432,0.227811,0.912599,0.843145,0.037364,0.863297,0.003124,0.006195,0.999242,0.513816,0.383061,14.225
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,1,0.000024,0.000539,0.999461,0.008376,0.053939,0.946061,0.00254,0.002385,0.995684,0.033562,0.084158,0.915842,0.000014,0.000008,0.999992,0.000003,0.000009,0.999997,0.103469,0.000121,0.000311,0.999868,0.000817,0,0.26241,0.244083,0.885358,0.770171,0.16712,0.864126,0.006036,0.013055,0.99628,0.52087,0.384094,12.06
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000002,0.000064,0.999936,0.008399,0.029334,0.970666,0.005893,0.004442,0.993746,0.01642,0.028713,0.971287,0.00005,0.000021,0.999979,0.000004,0.000013,0.999999,0.153121,0.000568,0.001654,0.999649,0.001292,0,0.255232,0.281065,0.868331,0.833365,0.036685,0.821044,0.003899,0.00961,0.999087,0.527926,0.383259,15.77
CANDIDATE,CANDIDATE,0.999,0,0,0,0,0.000018,0.000122,0.999878,0.009803,0.012568,0.987432,0.002301,0.002584,0.996089,0.016731,0.009802,0.990198,0.00003,0.000013,0.999987,0.000007,0.000013,0.999993,0.144789,0.000457,0.000776,0.999453,0.001171,0,0.287117,0.260355,0.900114,0.714501,0.203804,0.91715,0.009208,0.01239,0.993439,0.756756,0.385419,13.063
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,1,0.000004,0.000017,0.999983,0.008182,0.007155,0.992845,0.001101,0.003986,0.998129,0.010719,0.004421,0.995579,0.000029,0.000007,0.999993,0.000009,0.000019,0.999992,0.198265,0.001583,0.003025,0.998171,0.002187,0,0.196902,0.215976,0.896708,0.678578,0.150815,0.86164,0.012298,0.018555,0.99207,0.149014,0.3924,12.055
CANDIDATE,CANDIDATE,0.295,0,0,0,0,0.001429,0.130899,0.869101,0.132527,0.115276,0.884724,0.003968,0.000538,0.993257,0.062764,0.045842,0.954158,0.000035,0.000107,0.999893,0.000013,0.000012,0.999982,0.045281,0.000005,0.000005,0.999992,0.000287,0.285714,0.355421,0.300296,0.812713,0.6735,0.342391,0.953604,0.015357,0.010305,0.984329,0.250374,0.582307,10.554
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000008,0.000006,0.999994,0.008531,0.000895,0.999105,0.012579,0.001531,0.998769,0.043547,0.001465,0.998535,0.001505,0.000024,0.999976,0.000168,0.000488,0.999955,0.112621,0.000169,0.000492,0.999898,0.03332,0,0.253343,0.292899,0.876844,0.836374,0.036685,0.821044,0.003695,0.009066,0.999139,0.703791,0.648376,15.625
'FALSE POSITIVE','FALSE POSITIVE',0.197,1,0,0,0,0.002052,0.016516,0.983484,0.088999,0.015784,0.984216,0.008878,0.000585,0.988301,0.061652,0.014406,0.985594,0.000253,0.00007,0.99993,0.000039,0.000045,0.999963,0.035787,0.000002,0.000002,0.999998,0.001767,0,0.299056,0.266272,0.886493,0.667294,0.201087,0.938691,0.014365,0.012632,0.989194,0.748998,0.655617,13.357
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000044,0.012452,0.987548,0.010916,0.017441,0.982559,0.00621,0.022912,0.994394,0.012899,0.016829,0.983171,0.000098,0.000317,0.999683,0.000005,0.000015,0.999999,0.062287,0.000017,0.000041,0.999991,0.000519,0,0.230903,0.230769,0.911464,0.844649,0.023777,0.837614,0.003373,0.007374,0.999303,0.672607,0.680307,14.331
CANDIDATE,CANDIDATE,0.266,0,0,0,0,0.000037,0.000586,0.999414,0.010478,0.030916,0.969084,0.001319,0.003893,0.997775,0.028558,0.022475,0.977525,0.000044,0.000027,0.999973,0.000003,0.000007,0.999999,0.061262,0.000016,0.000032,0.999993,0.00085,0,0.210729,0.242604,0.906924,0.851232,0.019022,0.866611,0.003138,0.005621,0.999466,0.100515,0.708603,14.811
'FALSE POSITIVE','FALSE POSITIVE',0.012,1,0,0,0,0.000791,0.019594,0.980406,0.032859,0.043219,0.956781,0.000387,0.005237,0.999343,0.102139,0.033762,0.966238,0.000889,0.00026,0.99974,0.00001,0.000005,0.999997,0.012635,0,0,1,0.001756,0.571429,0.082206,0.173077,0.918842,0.870228,0.048913,0.981773,0.002054,0.000907,0.999397,0.533711,0.340484,15.084
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000002,0.000006,0.999994,0.008344,0.003077,0.996923,0.000417,0.005319,0.999292,0.010722,0.00304,0.99696,0.00015,0.000022,0.999978,0.000008,0.000024,0.999998,0.165483,0.000781,0.002263,0.999513,0.003722,0,0.276615,0.258876,0.863224,0.823585,0.044158,0.827672,0.004204,0.010547,0.999001,0.613432,0.371269,15.557
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.003212,0.009223,0.990777,0.013582,0.039704,0.960296,0.002768,0.001847,0.995297,0.108298,0.049505,0.950495,0.000325,0.000145,0.999855,0.000011,0.000033,0.999997,0.01523,0,0,1,0.000983,0,0.253646,0.281065,0.88025,0.834681,0.038043,0.814416,0.003769,0.00961,0.999087,0.278417,0.534105,15.499
'FALSE POSITIVE','FALSE POSITIVE',0.001,0,0,1,0,0.000032,0.000099,0.999901,0.010068,0.00668,0.99332,0.003859,0.000736,0.993442,0.021368,0.00401,0.99599,0.000074,0.000011,0.999989,0.00001,0.000028,0.99999,0.110094,0.000155,0.000408,0.999794,0.003435,0,0.2847,0.267751,0.871169,0.741396,0.216712,0.87821,0.007829,0.016893,0.993577,0.109706,0.438895,13.33
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000027,0.000133,0.999867,0.010107,0.00886,0.99114,0.004643,0.00574,0.995432,0.026436,0.007327,0.992673,0.000064,0.000015,0.999985,0.000004,0.000012,0.999999,0.072941,0.000031,0.000076,0.999984,0.002076,0,0.230072,0.230769,0.911464,0.844461,0.024457,0.840928,0.003381,0.007374,0.999303,0.508495,0.868766,14.323
CONFIRMED,CANDIDATE,0.877,0,0,0,0,0.000006,0.000035,0.999965,0.008804,0.010617,0.989383,0.000645,0.004583,0.998904,0.010579,0.007277,0.992723,0.000077,0.000029,0.999971,0.000005,0.000016,0.999999,0.124232,0.000249,0.000736,0.99985,0.001414,0,0.242161,0.269231,0.88479,0.832424,0.036685,0.821044,0.003877,0.009731,0.999079,0.708657,0.541746,15.415
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000081,0.000481,0.999519,0.013307,0.01016,0.98984,0.005783,0.004162,0.993375,0.024854,0.008663,0.991337,0.000042,0.000013,0.999987,0.000004,0.000006,0.999998,0.058735,0.000013,0.000016,0.999992,0.001568,0,0.242765,0.155325,0.933598,0.807034,0.085598,0.904722,0.004295,0.004835,0.99876,0.856234,0.510465,12.863
CONFIRMED,'FALSE POSITIVE',0.476,1,0,0,0,0.000378,0.002064,0.997936,0.010192,0.011689,0.988311,0.002748,0.002209,0.99533,0.078722,0.008168,0.991832,0.000084,0.00001,0.99999,0.000009,0.000006,0.999999,0.041798,0.000004,0.000002,0.999999,0.003865,0.285714,0.241859,0.143491,0.954597,0.752868,0.022418,0.97763,0.006793,0.003566,0.999294,0.42223,0.316371,11.565
CANDIDATE,CANDIDATE,0.912,0,0,0,0,0.000006,0.000035,0.999965,0.008842,0.009141,0.990859,0.000734,0.0047,0.998753,0.008694,0.009307,0.990693,0.000046,0.000026,0.999974,0.000003,0.000005,0.999999,0.103811,0.000124,0.000205,0.999942,0.000917,0,0.216094,0.244083,0.916005,0.858755,0.025136,0.907208,0.00272,0.003838,0.999501,0.815981,0.61473,14.985
'FALSE POSITIVE','FALSE POSITIVE',0.147,0,0,1,0,0.000015,0.000168,0.999832,0.008691,0.017085,0.982915,0.005585,0.000082,0.991622,0.010564,0.019109,0.980891,0.000028,0.000024,0.999976,0.000002,0.000004,0.999999,0.082707,0.00005,0.000076,0.999968,0.000762,0,0.203098,0.235207,0.909762,0.833365,0.078125,0.904722,0.003164,0.003929,0.999087,0.318109,0.622708,13.805
CANDIDATE,CANDIDATE,0.971,0,0,0,0,0.000005,0.000023,0.999977,0.008614,0.006944,0.993056,0.004176,0.000421,0.992903,0.007163,0.00797,0.99203,0.000091,0.000053,0.999947,0.000005,0.000014,0.999999,0.122934,0.00024,0.000621,0.999863,0.001193,0,0.237628,0.241124,0.884222,0.842768,0.024457,0.840928,0.003438,0.007857,0.999251,0.364008,0.619546,15.769
'FALSE POSITIVE','FALSE POSITIVE',0.038,1,0,0,0,0.000028,0.012452,0.987548,0.008573,0.017441,0.982559,0.002877,0.022912,0.994394,0.010699,0.016829,0.983171,0.000103,0.000317,0.999683,0.000001,0.000002,1,0.026089,0.000001,0.000001,1,0.000585,0.142857,0.046317,0.06213,0.981839,0.939816,0.029891,0.963546,0.0005,0.000967,0.999776,0.429342,0.62076,15.61
CANDIDATE,CANDIDATE,0.335,0,0,0,0,0.003329,0.268638,0.731362,0.04898,0.110882,0.889118,0.003968,0.000807,0.993257,0.149529,0.173267,0.826733,0.000167,0.000131,0.999869,0.000007,0.000015,0.999998,0.01325,0,0,1,0.000895,0,0.220552,0.221893,0.905789,0.844649,0.02106,0.852527,0.003381,0.006255,0.999363,0.574326,0.621025,14.942
CANDIDATE,CANDIDATE,0.839,0,0,0,0,0.002861,0.159536,0.840464,0.246431,0.098931,0.901069,0.002569,0.002408,0.995634,0.152923,0.084158,0.915842,0.000297,0.000109,0.999891,0.000008,0.000021,0.999998,0.014137,0,0,1,0.001358,0,0.234832,0.22929,0.902384,0.850668,0.028533,0.860812,0.003059,0.006407,0.999432,0.577507,0.621507,15.138
CANDIDATE,CANDIDATE,0.471,0,0,0,0,0.003116,0.071536,0.928464,0.141482,0.046558,0.953442,0.002827,0.001906,0.995196,0.077451,0.039703,0.960297,0.000354,0.000164,0.999836,0.00001,0.000026,0.999997,0.014137,0,0,1,0.001126,0,0.225841,0.224852,0.904086,0.835057,0.040761,0.85087,0.003468,0.007313,0.999105,0.582339,0.841259,15.328
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000009,0.000093,0.999907,0.0082,0.018438,0.981562,0.00372,0.001052,0.993678,0.014297,0.013713,0.986287,0.000025,0.000013,0.999987,0.000003,0.00001,0.999999,0.121363,0.000227,0.000637,0.999867,0.001071,0,0.276842,0.248521,0.883655,0.820387,0.045516,0.832643,0.004365,0.010668,0.998984,0.783147,0.840171,14.063
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000002,0,1,0.008374,0.001812,0.998188,0.010436,0.043068,0.996156,0.012578,0.001421,0.998579,0.044526,0.001837,0.998163,0.000251,0,1,0.152916,0.000566,0,1,0.013507,0,0.235663,0.213958,0.907909,0.825842,0.082023,0.881391,0.003877,0.010948,0.996601,0.786151,0.849872,19.174
'FALSE POSITIVE','FALSE POSITIVE',0.197,1,0,0,0,0.000278,0.002597,0.997403,0.026205,0.015819,0.984181,0.005664,0.004735,0.993864,0.018406,0.018366,0.981634,0.00026,0.000147,0.999853,0.000127,0.000047,0.999881,0.094591,0.000085,0.000032,0.99989,0.00095,0,0.177333,0.073964,0.879115,0.500094,0.02038,0.975145,0.053442,0.015049,0.961373,0.307015,0.857441,13.56
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000013,0.000035,0.999965,0.009111,0.005151,0.994849,0.010237,0.001192,0.998769,0.033234,0.001861,0.998139,0.05665,0.001441,0.998559,0.000448,0.001209,0.999661,0.147999,0.000499,0.001337,0.999432,0.02105,0,0.322478,0.319527,0.822928,0.762648,0.14538,0.855012,0.006941,0.014989,0.995729,0.66785,0.853684,15.064
CANDIDATE,CANDIDATE,0.998,0,0,0,0,0.000071,0.001623,0.998377,0.013265,0.039352,0.960648,0.000476,0.00491,0.999191,0.050163,0.027871,0.972129,0.000136,0.000066,0.999934,0.000006,0.000017,0.999998,0.055593,0.000011,0.000028,0.999994,0.001038,0,0.249868,0.238166,0.898411,0.843897,0.024457,0.830986,0.003359,0.007766,0.999259,0.286676,0.869496,15.807
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002552,0.115246,0.884754,0.125046,0.044097,0.955903,0.000258,0.004711,0.999562,0.077898,0.054455,0.945545,0.000525,0.000288,0.999712,0.000011,0.000025,0.999998,0.014342,0,0,1,0.000961,0,0.225992,0.224852,0.913734,0.851984,0.027174,0.86744,0.002998,0.005863,0.99944,0.329005,0.533713,15.986
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002662,0.102667,0.897333,0.093632,0.071339,0.928661,0.009464,0.080267,0.999444,0.157905,0.074257,0.925743,0.000931,0.00026,0.99974,0.000026,0.000076,0.999991,0.017279,0,0,1,0.001877,0,0.256819,0.282544,0.879682,0.820199,0.059103,0.831814,0.004173,0.010184,0.99876,0.342296,0.529318,15.386
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002811,0.114667,0.885333,0.048033,0.0564,0.9436,0.009275,0.000444,0.988267,0.115895,0.04203,0.95797,0.000724,0.000257,0.999743,0.000022,0.000064,0.999992,0.016938,0,0,1,0.001358,0.285714,0.256819,0.282544,0.879682,0.820199,0.059103,0.831814,0.004173,0.010184,0.99876,0.342296,0.529318,15.386
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.001997,0.087652,0.912348,0.12623,0.09278,0.90722,0.005079,0.000924,0.992768,0.173214,0.084158,0.915842,0.0002,0.000068,0.999932,0.000006,0.00001,0.999999,0.014479,0,0,1,0.001568,0,0.204987,0.235207,0.918842,0.858191,0.025136,0.913007,0.002763,0.003687,0.999509,0.457989,0.53194,14.458
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000039,0.000533,0.999467,0.011118,0.026171,0.973829,0.001905,0.00318,0.996763,0.023749,0.018762,0.981238,0.000109,0.000059,0.999941,0.000005,0.000017,0.999999,0.065838,0.000021,0.00006,0.999988,0.000961,0,0.238308,0.272189,0.884222,0.845025,0.025136,0.823529,0.003342,0.008401,0.999251,0.757723,0.532965,15.654
CANDIDATE,CANDIDATE,0.229,0,0,0,0,0.002997,0.041704,0.958296,0.113264,0.024941,0.975059,0.005714,0.00007,0.991959,0.023713,0.020891,0.979109,0.001384,0.000762,0.999238,0.000018,0.000029,0.999996,0.01243,0,0,1,0.000983,0,0.198564,0.273669,0.905221,0.854053,0.019022,0.901408,0.002963,0.004019,0.999475,0.953172,0.489956,15.953
CANDIDATE,CANDIDATE,0.541,0,0,0,0,0.002966,0.030499,0.969501,0.165038,0.015925,0.984075,0.0087,0.001064,0.98938,0.086787,0.016386,0.983614,0.000356,0.000076,0.999924,0.000016,0.000046,0.999995,0.018782,0,0,1,0.002341,0,0.293918,0.220414,0.877412,0.812488,0.044158,0.838442,0.004726,0.011242,0.998717,0.757048,0.520112,13.993
CANDIDATE,CANDIDATE,0.449,0,0,0,0,0.000004,0.000023,0.999977,0.008214,0.00828,0.99172,0.003194,0.002221,0.994589,0.006159,0.014752,0.985248,0.000024,0.000014,0.999986,0.000002,0.000008,0.999999,0.128603,0.000285,0.000743,0.999844,0.001126,0,0.225916,0.227811,0.902951,0.833553,0.04212,0.8343,0.003673,0.008431,0.999199,0.20317,0.527868,14.024
'FALSE POSITIVE','FALSE POSITIVE',0.45,1,0,0,0,0.001323,0.057681,0.942319,0.070646,0.078369,0.921631,0.005972,0.004162,0.993409,0.088008,0.059406,0.940594,0.000204,0.000094,0.999906,0.000008,0.000021,0.999998,0.01885,0,0,1,0.001126,0,0.226521,0.224852,0.904086,0.844649,0.023098,0.847556,0.003307,0.007434,0.999294,0.320534,0.544095,15.112
CANDIDATE,CANDIDATE,0.702,0,0,0,0,0.002822,0.132232,0.867768,0.043016,0.074151,0.925849,0.012321,0.853285,0.93879,0.201953,0.069307,0.930693,0.001357,0.000241,0.999759,0.000176,0.000569,0.999947,0.017484,0,0,1,0.003059,0,0.272535,0.255917,0.85244,0.824149,0.039402,0.807788,0.004312,0.011604,0.998898,0.366501,0.554865,15.267
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.000003,0,1,0.008537,0.000095,0.999905,0.012469,0.001672,0.998567,0.009749,0.000404,0.999596,0.004762,0.000014,0.999986,0.000149,0.000166,0.999958,0.121227,0.000226,0.000282,0.999873,0.062178,0,0.194635,0.230769,0.920545,0.84559,0.059783,0.940348,0.002746,0.00269,0.999311,0.77616,0.717069,12.735
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000248,0.000046,0.999954,0.019646,0.000315,0.999685,0.002351,0.000129,0.999916,0.096377,0.000673,0.999327,0.054151,0.000162,0.999838,0.000121,0.000305,0.999973,0.034831,0.000002,0.000004,0.999999,0.176163,0,0.240574,0.214497,0.901249,0.848411,0.029891,0.854184,0.003172,0.00686,0.999389,0.470002,0.743241,15.354
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000018,0,1,0.009374,0.000255,0.999745,0.010456,0.000316,0.999494,0.039317,0.000443,0.999557,0.049842,0.000273,0.999727,0.00025,0.000729,0.999932,0.094659,0.000086,0.000239,0.999951,0.090881,0,0.270722,0.25,0.893303,0.832424,0.036685,0.821044,0.003751,0.009217,0.999122,0.863766,0.745597,13.43
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000009,0,1,0.00918,0.000234,0.999766,0.00744,0.000257,0.999646,0.03406,0.000425,0.999575,0.145329,0.000841,0.999159,0.000615,0.00148,0.999493,0.183035,0.001153,0.002781,0.99863,0.081891,0,0.355043,0.343195,0.824064,0.744969,0.163043,0.86744,0.008333,0.015896,0.994463,0.356433,0.765885,14.206
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.000033,0.000342,0.999658,0.011544,0.019492,0.980508,0.009603,0.000842,0.999612,0.192796,0.040842,0.959158,0.001026,0.000111,0.999889,0.000061,0.000178,0.999955,0.152916,0.000568,0.001598,0.999355,0.006096,0,0.472308,0.368343,0.757662,0.752868,0.122962,0.863297,0.00953,0.021879,0.994334,0.85943,0.77464,11.991
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,1,0.000002,0.000035,0.999965,0.00837,0.015942,0.984058,0.006805,0.003203,0.992448,0.029403,0.016386,0.983614,0.000026,0.000008,0.999992,0.000003,0.000009,0.999999,0.155102,0.000603,0.001572,0.999648,0.002165,0,0.260446,0.239645,0.887628,0.832048,0.04212,0.8343,0.003864,0.008885,0.999096,0.536895,0.38975,14.549
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,1,1,0.000002,0.000035,0.999965,0.008388,0.017296,0.982704,0.004236,0.001111,0.992802,0.028472,0.016386,0.983614,0.000087,0.000021,0.999979,0.000002,0.000002,0.999999,0.072736,0.000031,0.000024,0.999985,0.00275,0,0.080393,0.087278,0.962543,0.89148,0.037364,0.971002,0.001527,0.001209,0.999578,0.537465,0.388761,15.742
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000002,0.000052,0.999948,0.008325,0.02002,0.97998,0.000417,0.00498,0.999292,0.01247,0.014554,0.985446,0.000023,0.000013,0.999987,0.000002,0.000004,1,0.123412,0.000244,0.00042,0.999897,0.001005,0,0.213071,0.241124,0.91714,0.861764,0.023777,0.907208,0.002607,0.003868,0.999604,0.54773,0.399168,14.916
CANDIDATE,CANDIDATE,0.923,0,0,0,0,0.001328,0.029548,0.970452,0.134263,0.031795,0.968205,0.00247,0.00256,0.995802,0.052647,0.032921,0.967079,0.000356,0.00016,0.99984,0.000011,0.00003,0.999997,0.021377,0,0.000001,1,0.001171,0,0.265433,0.25,0.883087,0.837314,0.033967,0.8343,0.003612,0.008341,0.999208,0.774319,0.399966,14.321
CANDIDATE,CANDIDATE,0.802,0,0,0,0,0.000055,0.000632,0.999368,0.01261,0.018086,0.981914,0.006815,0.00339,0.992262,0.019857,0.015842,0.984158,0.000068,0.000037,0.999963,0.000005,0.000014,0.999999,0.062765,0.000017,0.000045,0.99999,0.00095,0,0.257726,0.241124,0.88706,0.839383,0.033967,0.8343,0.003542,0.008341,0.999208,0.598812,0.40149,15.051
'FALSE POSITIVE','FALSE POSITIVE',0.163,1,0,0,0,0.003258,0.332232,0.667768,0.31688,0.081181,0.918819,0.00367,0.001333,0.993864,0.139709,0.09901,0.90099,0.000542,0.000239,0.999761,0.000012,0.000037,0.999996,0.013659,0,0,1,0.001336,0.142857,0.232867,0.488166,0.771283,0.84747,0.033967,0.8343,0.003238,0.008401,0.999148,0.203035,0.769524,15.969
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002959,0.230551,0.769449,0.087397,0.118791,0.881209,0.002857,0.001531,0.995145,0.071689,0.128713,0.871287,0.00012,0.000078,0.999922,0.000008,0.000023,0.999994,0.018645,0,0,1,0.000795,0,0.257575,0.294379,0.88706,0.778446,0.238451,0.843413,0.004708,0.010849,0.996909,0.645495,0.863072,13.889
CANDIDATE,CANDIDATE,0.444,0,0,0,0,0.003811,0.039049,0.960951,0.326106,0.014448,0.985552,0.009414,0.00021,0.988554,0.031598,0.017327,0.982673,0.000438,0.0002,0.9998,0.000013,0.000026,0.999996,0.01243,0,0,1,0.001126,0,0.21564,0.285503,0.890465,0.839195,0.05231,0.890638,0.003094,0.005137,0.999148,0.422448,0.94898,14.322
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.005039,0.225971,0.774029,0.048429,0.102622,0.897378,0.001399,0.003694,0.997623,0.144402,0.084158,0.915842,0.000174,0.000071,0.999929,0.000007,0.00002,0.999998,0.013728,0,0,1,0.00127,0,0.28402,0.227811,0.891033,0.835998,0.033967,0.8343,0.003621,0.00822,0.999216,0.442129,0.951688,13.892
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000003,0.012452,0.987548,0.008313,0.017441,0.982559,0.01743,0.022912,0.994394,0.036891,0.016829,0.983171,0.091767,0.000317,0.999683,0.000809,0.002648,0.999753,0.166576,0.000797,0.002518,0.999479,0.022784,0,0.284322,0.264793,0.860386,0.816438,0.047554,0.814416,0.004661,0.012602,0.998803,0.866918,0.25147,14.068
'FALSE POSITIVE','FALSE POSITIVE',0.004,1,0,0,0,0.002881,0.06087,0.93913,0.249101,0.034431,0.965569,0.005347,0.000503,0.992481,0.076823,0.034158,0.965842,0.000094,0.000039,0.999961,0.000007,0.000014,0.999995,0.017825,0,0,1,0.001259,0,0.237476,0.215976,0.91714,0.783713,0.154891,0.898094,0.004896,0.007374,0.997425,0.452726,0.534876,12.283
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,1,0,0.002963,0.162783,0.837217,0.162851,0.130566,0.869434,0.005823,0.004372,0.993257,0.156245,0.108911,0.891089,0.000086,0.000041,0.999959,0.000008,0.000012,0.999996,0.017757,0,0,1,0.001204,0,0.227805,0.112426,0.956867,0.776378,0.127717,0.916321,0.005339,0.006437,0.997761,0.755543,0.649112,13.114
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000036,0.00062,0.99938,0.009755,0.033377,0.966623,0.005764,0.000561,0.992077,0.0675,0.028267,0.971733,0.000051,0.000015,0.999985,0.000002,0.000001,1,0.04651,0.000005,0.000004,0.999998,0.001756,0,0.158821,0.193787,0.906924,0.882264,0.030571,0.982601,0.001771,0.000695,0.999724,0.749905,0.165408,14.203
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,1,0.000002,0.000006,0.999994,0.008359,0.001573,0.998427,0.00004,0.006406,0.999933,0.025703,0.001723,0.998277,0.000083,0.000007,0.999993,0.000005,0.000006,0.999999,0.137481,0.000371,0.000406,0.999844,0.007896,0.285714,0.21496,0.162722,1,0.832424,0.043478,0.920464,0.003503,0.003354,0.999363,0.517505,0.384769,13.998
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000002,0.000006,0.999994,0.008169,0.002972,0.997028,0.010972,0.006816,1,0.012605,0.003604,0.996396,0.00006,0.000007,0.999993,0.00016,0.000321,0.999854,0.2165,0.002242,0.004616,0.997237,0.004539,0,0.206573,0.260355,0.900114,0.694377,0.17663,0.88401,0.010566,0.01653,0.992345,0.541336,0.301771,13.078
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000015,0.000087,0.999913,0.008498,0.010793,0.989207,0.005486,0.004711,0.994117,0.01902,0.008218,0.991782,0.000075,0.000023,0.999977,0.000005,0.000012,0.999998,0.090288,0.000071,0.000166,0.99995,0.001701,0,0.220854,0.245562,0.915437,0.823961,0.081522,0.85087,0.003581,0.007223,0.998734,0.374843,0.620673,15.123
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.00003,0.000864,0.999136,0.00871,0.053412,0.946588,0.004345,0.000374,0.992717,0.052987,0.032228,0.967772,0.000118,0.000045,0.999955,0.000005,0.000014,0.999999,0.067409,0.000023,0.000056,0.999988,0.001469,0,0.221307,0.275148,0.894438,0.848787,0.02106,0.852527,0.003177,0.006648,0.999371,0.851998,0.285039,15.892
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000008,0.000081,0.999919,0.008864,0.017278,0.982722,0.004246,0.000339,0.992785,0.014781,0.016238,0.983762,0.000054,0.000029,0.999971,0.000003,0.000003,0.999999,0.085371,0.000057,0.000069,0.999973,0.001049,0,0.180053,0.201183,0.914302,0.863833,0.02038,0.942005,0.002511,0.002538,0.999552,0.682249,0.621904,15.457
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000013,0.000058,0.999942,0.008303,0.008034,0.991966,0.003581,0.003203,0.993914,0.006997,0.01297,0.98703,0.000031,0.000024,0.999976,0.000003,0.000009,0.999999,0.096162,0.000091,0.000235,0.99995,0.000839,0,0.236645,0.213018,0.901816,0.834681,0.044158,0.838442,0.003551,0.00825,0.999216,0.710599,0.618852,14.007
'FALSE POSITIVE','FALSE POSITIVE',0.186,1,0,0,0,0.00297,0.078783,0.921217,0.17646,0.044625,0.955375,0.006994,0.003133,0.991959,0.068901,0.028069,0.971931,0.000084,0.000038,0.999962,0.000007,0.000015,0.999997,0.017894,0,0,1,0.001204,0.142857,0.264753,0.227811,0.895006,0.803461,0.082201,0.877382,0.004648,0.008008,0.998476,0.554409,0.624245,12.458
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002854,0.139536,0.860464,0.278853,0.063078,0.936922,0.01244,0.882394,0.958446,0.139709,0.10396,0.89604,0.001155,0.000396,0.999604,0.00014,0.000196,0.999978,0.012771,0,0,1,0.00159,0,0.191009,0.252959,0.912032,0.848223,0.019022,0.901408,0.003225,0.003868,0.999561,0.554702,0.628803,15.713
